Datum;Titel;Text;Link;Quelle;Autor
23.10.2020;HoT wechselt teilweise vom Magenta- ins Drei-Netz;"Der Wechsel beim unlimitierten LTE-Tarif für daheim, über den zunächst „Der Standard“ berichtete, wird in den FAQ auf der HoT-Website bestätigt. Dort heißt es: „HoT verwendet für seine Sprachtarife samt HoT data Unlimited das Netz von Magenta (T-Mobile). Beim unlimitierten Datentarif HoT surf Unlimited wird die Infrastruktur des Drei-Netzes genutzt.“ Smartphone-Nutzer mit HoT-Tarif und Kunden, die HoT data Unlimited - den Vorgänger des neuen Tarifs HoT surf Unlimited - genutzt haben, bleiben demnach im Magenta-Netz. Kunden, die den neuen unlimitierten LTE-Tarif wählen, funken nun über das Netz von „Drei“. Dem teilweisen Wechsel des Diskont-Mobilfunkers waren Meinungsverschiedenheiten über die Nutzungskosten für das Magenta-Netz vorangegangen.

Magenta will Netzmiete für HoT neu verhandeln
Magenta-Chef Andreas Bierwirth hatte im Sommer beklagt, dass virtuelle Mobilfunker wie HoT zu wenig für die Netznutzung zahlen. Sie seien „von einer echten Kostenwahrheit entkoppelt“. Bierwirth stellte indirekt Preiserhöhungen in dem Raum, wenn in zwei Jahren die aus der Orange-Übernahme stammenden Auflagen der EU auslaufen. „Dann sind die Angebote Ergebnis privatrechtlicher Verhandlungen zwischen den Betreibern. Das könnte spannend werden.“ HoT war vor fünf Jahren gestartet, nachdem Drei den Konkurrenten Orange schluckte und die Handytarife durch den Wegfall des vierten Netzbetreibers teurer wurden. Die EU-Wettbewerbshüter hatten die Übernahme nur unter der Auflage genehmigt, dass die großen Provider ihre Netze für virtuelle Anbieter wie HoT öffnen müssen. Mit seinem Haupttarif um 9,90 Euro im Monat trieb HoT der Konkurrenz schnell Sorgenfalten auf die Stirn.";https://www.krone.at/2259817;Krone;
01.10.2020;Alle acht Sekunden neue Android-App mit Malware;"Mehr als zwei Millionen Android-Apps mit Malware und damit durchschnittlich mehr als 11.000 Apps pro Tag konnten die Spezialisten in den ersten sechs Monaten des Jahres identifizieren. Auch bei mobiler Schadsoftware setzen Cyberkriminelle demnach vermehrt auf sogenannte Dropper. Dahinter verbirgt sich eine Installationsdatei für eine Android-App, erst im zweiten Schritt wird ein bösartiges „Android Package“ nachgeladen und installiert. So schützten Angreifer den Schadcode vor der Erkennung, denn dieser sei in der Regel sehr aufwändig herzustellen und somit teuer, erläutert G Data in einer Mitteilung. Ein weiterer Vorteil: Die schädlichen Apps lassen sich gezielt auf unterschiedliche Zielgruppen abstimmen, etwa als Spiel oder als App für Fotobearbeitung.

Billig und gefährlich
Weiterhin problematisch bleiben dem jüngsten „Mobile Malware Report“ nach auch Billig-Smartphones mit bereits vorinstallierter Malware. Denn die vermeintlichen Schnäppchen erfreuen sich bei bestimmten, oftmals weniger versierten Zielgruppen wie Grundschulkindern oder der Großeltern-Generation als Einsteigergerät großer Beliebtheit. Dabei ist es laut G Data nicht immer der Hersteller, der Schadsoftware auf dem Smartphone installiert. Während des Versands oder beim Zwischenhändler nutzten Kriminelle die Gelegenheit, um die Geräte zu manipulieren. Problematisch sei, dass die Malware häufig tief in die Firmware integriert sei und daher ohne Fachwissen auch nur schwer zu entfernen sei.";https://www.krone.at/2241345;Krone;
17.03.2020;Alter Bundeswehr-PC enthielt Luftabwehr-Anleitung;"Bei dem Laptop handelt es sich um das Modell Rocky II+ RT686 des deutschen Herstellers Roda. Tim Berghoff von G-Data hatte den alten Rechner auf eBay erworben - und staunte nicht schlecht, als dieser beim Einschalten Windows 2000 bootete. Offenbar hatte der vorherige Besitzer - die deutsche Bundeswehr - vergessen, das Gerät vor dem Weiterverkauf zu formatieren. Benutzername: „guest“, Passwort: „guest“
Noch erstaunlicher: Das Betriebssystem startete ohne Kennwortabfrage und ließ Berghoff direkt ins System. Eine weitere Sicherheitsebene, ein passwortgeschütztes Verwaltungs-Tool, akzeptierte als Benutzernamen „guest“ - und als Passwort ebenfalls. So gelangte der Forscher schnell ins System und sah sich die gespeicherten Dokumente genauer an. Als besonders pikanter Fund entpuppte sich dabei die technische Dokumentation des Bundeswehr-Luftabwehrsystems Ozelot. Die technische Anleitung zu dem System umfasst nicht nur Infos darüber, wie genau Ozelot funktioniert, sondern auch, wie man das Luftabwehrfahrzeug im Zweifel unbrauchbar macht - nämlich durch die Sprengung „mit vorhandenem Sprengmittel“ oder durch die Zerstörung der Kraftstoffleitungen.

Laut Ministerium keine hochsensiblen Daten
Beim deutschen Verteidigungsministerium betont man gegenüber dem „Spiegel“, dass auf dem Rechner keine hochsensiblen Informationen gespeichert gewesen seien. Die Tipps zur Zerstörung des Ozelot seien für die „Unbrauchbarmachung des Systems“ gedacht, falls dieses sonst in die Hände Dritter fallen würde. Die sonstigen Daten seien nicht dafür geeignet, dass Dritte „kritische Erkenntnisse gewinnen“ könnten. Im konkreten Fall scheine bei der Verwertung ein Fehler passiert zu sein, gesteht die Bundeswehr ein. Die alten Rechner des Luftabwehrsystems habe man mit der Vorgabe, die Speichermedien zuvor unbrauchbar zu machen, „der Verwertung zugeführt“. Dabei scheine allerdings ein Fehler passiert zu sein: Obwohl seit 2019 klar vorgeschrieben, wurden die Datenträger nicht ausgebaut und vernichtet, ja offenbar nicht einmal formatiert. Förster erstand Laptop mit Raketenwerfer-Anleitungen
Es ist nicht das erste Mal, dass auf gebrauchter Hardware der deutschen Bundeswehr militärische Dokumente zurückgeblieben sind. Erst vor rund einem Jahr fiel einem oberbayerischen Förster ein Bundesheer-Laptop in die Hände, bei dem die Festplatte nicht korrekt gelöscht worden war. Der Förster hatte den zuletzt verwendeten Benutzernamen als Passwort eingetippt und sich einloggen können. Auf dem 2018 erstandenen Gerät fand er unter anderem die Bedienungsanleitung für den Bundeswehr-Raketenwerfer MARS.";https://www.krone.at/2118032;Krone;
18.09.2020;Covid-Neuinfektionen in EU steigen zum Teil rasant;"Nimmt man die Infektionen der vergangenen 14 Tage (die sogenannte 14-Tage-Inzidenz) je 100.000 Einwohner als Maßstab, liegt Spanien mit 287 Fällen (Stand: 17. September) schon relativ weit vor Frankreich, das mit 167 an zweiter Stelle innerhalb Europas folgt. Den drittgrößten Wert hat Österreichs Nachbarland Tschechien, wo man inzwischen bei 143 liegt. Österreich liegt in EU nur im Mittelfeld
Dass diese Zahlen als sehr beunruhigend zu bezeichnen sind, zeigt der Umstand, dass viele Experten schon einen Wert von 20 oder 25 als kritische Schwelle ansehen. Österreich liegt inzwischen mit 82 Fällen bereits im EU-Mittelfeld und hat damit auch Kroatien (81) überholt. Rumänien und Ungarn (je 88), die Niederlande (83) und Belgien (81) liegen aufgrund der ECDC-Zahlen ebenfalls in diesem Bereich. Zum Vergleich: Am 25. August, ein halbes Jahr nach dem ersten Coronavirus-Fall in Österreich, lag die 14-Tage-Inzidenz noch bei 39 und hat sich seither also verdoppelt. Schweden fällt im Ländervergleich hier aus dem Rahmen und konnte sich von 37 auf 29 Fälle verbessern.

Hospitalisierungen und Sterberaten noch stabil
Österreich gehört zu den neun Ländern im europäischen Raum, bei denen ein Anstieg bei den Krankenhausaufenthalten aufgrund von Covid-19 registriert worden ist. Beruhigender ist hingegen die Sterblichkeitsrate auf 14 Tage für den europäischen Raum, die seit fast zweieinhalb Monaten stabil bleibt. ECDC sieht vorerst noch keine „zweite Welle“
Von einer „zweiten Welle“, vor der Kanzler Sebastian Kurz (ÖVP) erst vor einigen Tagen gewarnt hat, würde man erst sprechen, wenn die mit Covid-19 verbundene Morbidität (also das Verhältnis der Zahl der Erkrankten zu derjenigen der gesamten lebenden Bevölkerung, Anm.) ebenfalls allgemein wieder steigen würde. Jedoch wird seitens der ECDC erwartet, dass aufgrund der Prognosen Krankenhausaufenthalts- und Sterblichkeitsraten vorerst weitgehend konstant bleiben.";https://www.krone.at/2233184;Krone;
12.10.2020;WHO warnt vor „Herdenimmunität durch Ansteckung“;"So ein Vorgehen wäre ethisch und wissenschaftlich problematisch. Eine Herdenimmunität - also die Schwelle, ab der sich ein Virus nicht mehr in einer Bevölkerung verbreiten kann - müsse ähnlich wie bei den Masern und der Kinderlähmung durch Impfungen, nicht durch Ansteckungen erreicht werden, zumal weiter unklar sei, wie sehr eine Infektion vor einer zweiten schütze. In einem Brief hatten Forscher aus verschiedenen Ländern zuletzt für Herdenimmunität geworben. WHO-Chef: „Großteil der Neuinfektionen in nur wenigen Ländern“
Angesichts der steigenden Corona-Zahlen wies der WHO-Chef darauf hin, dass ein Großteil der Neuinfektionen in nur wenigen Ländern passiere. Fast die Hälfte der neuen Fälle entfalle auf drei Staaten. Es komme also auf die Wirksamkeit der Bekämpfungsmaßnahmen an. „Das ist eine ungleichmäßig verlaufende Pandemie“, so Tedros. Regierungen, die auf Herdenimmunität gesetzt haben
Die britische Regierung hatte zu Beginn der Corona-Krise auf die Strategie der Durchseuchung gesetzt. Allerdings sah man ein, dass diese Strategie Zehntausende Leben kosten könnte.

Mit Äußerungen zu seiner Hoffnung, Herdenimmunität zu erreichen, sorgte der niederländische Ministerpräsident Mark Rutte am Höhepunkt der ersten Welle der Corona-Pandemie für viel Wirbel. Er sprach damals von einer „kontrollierten Gruppenimmunität“. Politiker der Opposition warfen dem liberal-konservativen Ministerpräsidenten vor, für Unruhe unter der Bevölkerung zu sorgen. „Viele Niederländer fühlen sich, als seien sie Teil eines großen Experiments“, sagte der Vorsitzende der Sozialdemokraten, Lodewijk Asscher. Rutte sprach daraufhin von einem Missverständnis. Einen eigenen Weg gingen auch die Schweden. Das skandinavische Land wählte zu Beginn der Pandemie im März einen von den meisten anderen Ländern unterschiedlichen Ansatz. Im Gegensatz etwa zu Österreich verzichteten die Schweden auf einen förmlichen Lockdown und weitgehend auf gesetzlich oder per Verordnung verankerte Vorschriften und Verbote. Lediglich für Gastronomie, Altersheime und die Anzahl von Personen bei Versammlungen gab und gibt es zum Teil weiterhin verbindliche Regeln. Schweden hielt während der gesamten Zeit hindurch die Schulen für Unter-16-Jährige offen.";https://www.krone.at/2251244;Krone;
19.11.2020;WHO: Alle 17 Sekunden ein Corona-Toter in Europa;"Vergangene Woche seien mehr als 29.000 Todesfälle registriert worden, was bedeute, dass alle 17 Sekunden ein Mensch in der europäischen Region mit Covid-19 stirbt. Dass derzeit pro Tag 4500 Leben an Covid-19 verloren gingen, sei vermeidbar, sagte Kluge. Wer sich an Richtlinien halte und gegen Missinformationen vorgehe, liefere einen Beitrag, um die Sterbefälle zu vermeiden. Zahl der Neuinfektionen geht zurück
Kluge hatte aber auch Positives zu berichten: Dank des Befolgens von Verhaltensregeln habe sich die Zahl der wöchentlichen Neuinfektionen in der vergangenen Woche von mehr als zwei Millionen in der Vorwoche auf schätzungsweise 1,8 Millionen verringert. „Das ist ein kleines Signal, aber ein Signal, nichtsdestotrotz“, so Kluge.

Gesundheitssysteme stoßen an ihre Grenzen
Darüber hinaus gebe es allerdings auch zunehmende Anzeichen dafür, dass die Gesundheitssysteme in Europa wegen zunehmender Corona-Zahlen an ihre Grenzen stoßen. In Frankreich zum Beispiel seien die Intensivstationen seit zehn Tagen mit mehr als 95 Prozent ausgelastet, in der Schweiz sei die volle Auslastung schon erreicht. 26 Prozent aller Covid-Toten in Europa
Nach Angaben des Regionaldirektors gehen 28 Prozent aller bisher registrierten weltweiten Corona-Infektionen sowie 26 Prozent aller global erfassten Corona-Todesfälle auf Europa zurück. In der europäischen Region, zu der die WHO mehr als 50 Länder zählt, gab es nach Angaben der Organisation bisher rund 15,8 Millionen Infektionen und fast 355.000 damit in Verbindung stehende Todesfälle.";https://www.krone.at/2279798;Krone;
22.12.2020;Drosten über Mutation: „Das sieht nicht gut aus“;"Experten der britischen Gesundheitsbehörde Public Health Service (PHS) kamen in einer neuen Untersuchung zu dem Schluss, dass die neue Variante des Virus sehr wahrscheinlich leichter übertragbar sei. Sie verweisen dabei auf Erbgut-Untersuchungen und auf Modellrechnungen zur Ausbreitung. Kluge begrüßte aufgrund der neuen Entwicklungen die Einschränkung des Reiseverkehrs. Lieferketten für lebensnotwendige Güter und notwendige Reisen sollten aber möglich bleiben. Drosten: „Kontaktreduktion wirkt“
Drosten schrieb zu den PHS-Daten: „Das sieht leider nicht gut aus.“ Positiv sei aber, dass die Fälle der neuen Variante bisher nur in Gebieten zugenommen haben, wo die Gesamtinzidenz hoch oder ansteigend war. „Kontaktreduktion wirkt also auch gegen die Verbreitung der Mutante“, schrieb Drosten. Eine Mutation dürfte besser an Zellen andocken können
Den PHS-Forschern macht insbesondere eine Mutation mit der Bezeichnung N501Y Sorgen. Sie könnte den Daten zufolge dafür sorgen, dass das Virus besser an Zielzellen andocken kann. Zudem liege die Mutation an einer Stelle, an der auch bestimmte Antikörper des Menschen angreifen, um das Virus auszuschalten. „Deshalb ist es möglich, dass solche Varianten die Wirksamkeit beim Neutralisieren des Virus beeinflussen.“

Die neue Mutation wurde bisher vor allem in Südostengland festgestellt und bereitet vor allem Europa große Sorgen. Der britische Gesundheitsminister Matt Hancock hatte am Wochenende erklärt, die Variante sei bis zu 70 Prozent ansteckender als die bisherige. Zahlreiche Staaten - darunter auch Österreich - beschränkten deshalb den Reiseverkehr mit Großbritannien.";https://www.krone.at/2303938;Krone;
28.12.2020;Sonnensonde sammelt bei Fly-by-Manöver Venus-Daten;"Bei dem sogenannten Fly-by-Manöver werden laut Angaben des Instituts für Weltraumforschung (IWF) in Graz, das für die Mission auch zwei Messgeräte beigesteuert hat, Daten aus dem Umfeld des Planeten gesammelt. Etwa über die Blitzaktivität der Venus. Die Forscher wollen einen weiteren Hinweis darauf bekommen, ob es Blitze in der Venusatmosphäre gibt. „Die Sonde wird abgebremst und die Bahn geändert, um auch einen Blick auf die Pole der Sonne werfen zu können“, sagte der Leiter des ESA-Missionsbetriebs im Kontrollzentrum in Darmstadt, Simon Plum, der Deutschen Presse-Agentur. Im Kontrollzentrum beobachtet wegen der Corona-Pandemie nur ein kleines Team den Vorbeiflug.

Mission soll neue Erkenntnisse über Sonne bringen
Die rund 1,5 Milliarden Euro teure Mission der ESA in Kooperation mit der US-Raumfahrtbehörde NASA war im Februar von Cape Canaveral in Florida aus gestartet. Sie soll neue Erkenntnisse über unseren rund 150 Millionen Kilometer entfernten Heimatstern bringen. An Bord des 1,8 Tonnen schweren Orbiters sind zehn wissenschaftliche Instrumente. Forscher erhoffen sich neue Erkenntnisse über die Sonne und das Magnetfeld, das alles andere wie Sonnenstürme oder Eruptionen antreibt und damit auch Auswirkungen auf unseren Heimplaneten hat. Soll sich Sonne bis auf 42 Mio. Kilometer annähern
„Solar Orbiter“ soll bis auf 42 Millionen Kilometer an die Sonne heranfliegen. Um vor den Temperaturen von mehreren Hundert Grad geschützt zu sein, verfügt die Sonde über ein Hitzeschild aus Titan. Erste Bilder (siehe oben) des Orbiters aus einer Entfernung von 77 Millionen Kilometern wurden bereits im Juli präsentiert. So nah war Experten zufolge noch keine Mission, um Bilder von dem Stern zu machen. ";https://www.krone.at/2306878;Krone;
13.12.2020;Impfstoff-Auslieferung in den USA ist angelaufen;"FDA-Chef Stephen Hahn nannte die Notfallzulassung einen „bedeutenden Meilenstein im Kampf gegen diese verheerende Pandemie“. Biontech-Mitgründer Ugur Sahin sagte, die Zulassung und der anstehende Einsatz des Impfstoffes würden „helfen, Leben überall in den USA zu retten, und die Rückkehr zur Normalität beschleunigen“. Lagerung bei minus 70 Grad
Mit Gesichtsmasken geschützte Arbeiter begannen kurz nach 6.30 Uhr Ortszeit mit dem Verpacken der Impfungen in Trockeneis. Das Serum muss bei minus 70 Grad Celsius gelagert werden. Sie nahmen die Kartons mit den Ampullen aus einem Gefrierschrank und verpackten sie in große blaue Kühlboxen, die in die drei Lkw verladen wurden. Sicherheitskräften wachen über Lkw
Die Fracht wurde von bewaffneten Sicherheitskräften in zwei Fahrzeugen verladen und zu einem nahe gelegenen Flughafen gebracht. Von dort wurden die Impf-Dosen unter anderem nach Kentucky und Tennessee geflogen. Von diesen Standorten ging die Verteilung an 145 Empfänger weiter. Pflegepersonal und ältere Menschen sollen schon am Montag die ersten Empfänger sein. Bis Ende Dezember sollen 2,9 Millionen Impfeinheiten verabreicht werden. Trump: Gesundheitsbehörde „große, alte, langsame Schildkröte“
US-Präsident Donald Trump hatte zuvor die Behörde als „große, alte, langsame Schildkröte“ bezeichnet. Er versprach seinen Landsleuten auf Twitter erste Impfungen noch am Wochenende. Der für die Impflogistik zuständige Experte des Weißen Hauses, Gustave Perna, sagte jedoch, dass erst ab Montag geimpft werde. Pfizer und Biontech hatten auch bei der Europäischen Arzneimittel-Agentur die Zulassung des Corona-Impfstoffs beantragt. Eine Entscheidung darüber steht noch aus. Bereits Anfang Dezember hatten die britischen Behörden diesem Präparat eine Notfallzulassung erteilt. Am 8. Dezember hatte die Nordirin Margaret Keenan (90) die erste Impfung erhalten. Kanada, Bahrain, Saudi-Arabien und Mexiko folgten. Russische und chinesische Impfstoffe sind bereits in mehreren Ländern im Einsatz.";https://www.krone.at/2297428;Krone;
13.12.2020;Betreiben Tiroler weniger Sport wegen Corona?;"500 Tiroler wurden im Frühling befragt, berichtete Studienleiterin Stefanie Schöttl der APA. Aus den Ergebnissen ließe sich mit Sicherheit schließen, dass die einschränkenden Maßnahmen zur Bekämpfung der Corona-Pandemie Auswirkungen auf das Bewegungsverhalten der Bevölkerung hätten, erläuterte Schöttl. Nun stelle sich die Frage, welche Faktoren und Lebensumstände konkret Einfluss nehmen. „Darauf müssen dann auch politische Handlungen folgen“, betonte die Sportwissenschafterin, „angenommen, wir würden sehen, dass die Befragten sich seit dem Ausbruch der Pandemie weniger bewegten, könnte das langfristige Auswirkungen auf deren Gesundheit haben“.

Weitere großangelegte Befragung
Nun soll eine großangelegte Befragung starten, die vom Förderkreis der Universität Innsbruck „1669 - Wissenschaft Gesellschaft“ unterstützt werde, informierte Schöttl, der EVTZ Europaregion Tirol-Südtirol-Trentino habe die Schirmherrschaft übernommen. Die Onlinebefragung soll Mitte Dezember starten, im Frühjahr 2021 sei eine zweite Befragungswelle geplant, in dessen Rahmen die Ergebnisse überprüft und abgeglichen werden, berichtete Schöttl.

Im Frühjahr fast nur Spaziergänge und Heimtraining
Zur Teilnahme aufgerufen sind Menschen aus Südtirol, Trentino, Tirol, Oberbayern und Vorarlberg. „Wir gehen davon aus, dass diese Regionen trotz teils unterschiedlicher Maßnahmen vergleichbar sind - nicht nur klimatisch und topografisch sondern auch im Hinblick auf die sportlichen Möglichkeiten, etwa durch Berge und die Nähe zur Natur“, präzisierte sie. Es sei davon auszugehen, dass sich die ausgeübten Sportarten durch die Einschränkungen über das Jahr veränderten. „Wir haben festgestellt, dass ein Großteil der im Frühjahr Befragten die Restriktionen befolgte, Outdoor-Sportarten mit Ausnahme von Spazierengehen vermied und stattdessen mehr Heimtraining absolvierte“.

Mehr Zeit für Sport dank Homeoffice?
Den im Internet abrufbaren Fragebogen könne jeder Interessierte ausfüllen, „unabhängig davon, wie sportlich“, betonte Schöttl. „Gerade die weniger aktiven sind eine interessante Zielgruppe. Unsere erste Umfrage hat eine zunehmende Sportbeteiligung in den weniger aktiven Gruppen beim Vergleich zwischen den Zeitpunkten vor und nach Covid-19 gezeigt“, erzählte sie. Denkbar sei, dass einige Bevölkerungsgruppen durch Homeoffice oder Kurzarbeit schlicht mehr Zeit für Sport hätten. Die Onlinestudie soll deshalb auch sämtliche demografische Daten abfragen.

64 Prozent der Tiroler betreiben viel Sport
„Bewegung ist ein menschliches Grundbedürfnis“, zeigte sich Schöttl von der Relevanz des Themas überzeugt. Das Institut für Sportwissenschaft der Universität Innsbruck habe gemeinsam mit der UMIT Hall, den Tirol Kliniken und der Medizinischen Universität Innsbruck den Corona-Krisenstab des Landes im März 2020 dazu aufgerufen, moderate sportliche Aktivitäten im Freien wie z.B. Joggen oder Wandern im leichten Gelände unter Einhaltung der geltenden Abstandsregeln unbedingt zuzulassen. Insbesondere in Tirol habe der Sport einen hohen Stellenwert. Nach einer aktuellen Studie der Lebensraum Tirol Holding und des Instituts für Sportwissenschaft der Universität Innsbruck treiben 64 Prozent der Tiroler mindestens einmal pro Woche Sport, zitierte Schöttl. Zwei Drittel der Tiroler übten ihre körperliche Aktivität im Freien aus. Die am häufigsten betriebenen Sportarten seien vor allem Radfahren, Spazierengehen und Berggehen im Sommer und Skifahren im Winter. Hauptmotiv der Tiroler Bevölkerung sich sportlich zu betätigen sei vor allem die Gesundheit.";https://www.krone.at/2297276;Krone;Tiroler Krone
31.03.2020;„ELGA-Daten für Corona-Forschung freigeben“;"Bei der Debatte um Datenanalysen zur Bekämpfung der Corona-Pandemie ging es bisher vor allem um die Auswertung von Mobilfunkdaten zur Analyse der Bewegungsströme der Österreicherinnen und Österreicher. Bachinger verweist nun allerdings auf eine andere Möglichkeit: So könnten Informationen über an Covid-19 erkrankte Personen aus verschiedenen staatlichen Datenbanken verknüpft werden, um die Auswirkung bestimmter Medikamente auf die Krankheit zu überprüfen.

Laut Bachinger gibt es bereits eine Anfrage der Charité Berlin. Hier geht es um die Frage, ob unter den erkrankten Personen auch solche sind, die bestimmte Wirkstoffe einnehmen, die üblicherweise gegen rheumatische Krankheiten bzw. zur Malaria-Prophylaxe verschrieben werden (Cloroquin bzw. Hydroxychloroquin). Damit könnte geprüft werden, ob diese Medikamente vor Covid-19 schützen. Information über „e-Medikation“ könnte für Forschung nützlich sein
Österreich könnte hier Daten liefern, die in anderen Ländern noch nicht vorhanden seien, argumentiert Bachinger. Dies deshalb, weil hierzulande nicht nur die mit dem Coronavirus infizierten Personen in einer staatlichen Datenbank erfasst werden (dem „Epidemologischen Meldesystem“ EMS), sondern zusätzlich auch die von den meisten Österreichern eingenommenen Medikamente. Letzteres wird über die mittlerweile flächendeckend ausgerollte „e-Medikation“ der Elektronischen Gesundheitsakte erfasst und für zwölf Monate gespeichert. „Andere Länder können diese Fragestellungen nicht einmal ansatzweise beantworten, weil ihnen die Grundlagen dazu fehlen“, meint Bachinger.

Der Patientenanwalt schlägt nun vor, die ELGA-Daten mit jenen des Epidemologischen Meldesystems und der Heilmittelabrechnung (HEMA) der Sozialversicherung zu verknüpfen und der Forschung zur Verfügung zu stellen. Die Identität der Erkrankten soll dabei „pseudonymisiert“ werden, damit aus dem Datensatz nicht mehr unmittelbar hervorgeht, um welche Personen es sich handelt. Rechtliche Grundlage gelegt
Die rechtlichen Grundlage für eine derartige „Registerforschung“ mit medizinischen Daten wurde mit dem Forschungsorganisationsgesetz 2018 zwar gelegt. Bisher fehlt allerdings die dafür nötige Verordnung des Gesundheitsministeriums, zumal sich die damalige Ministerin Beate Hartinger-Klein (FPÖ) aus Datenschutzgründen gegen die Freigabe von Gesundheitsdaten für die Forschung quergelegt hatte. Bachinger war schon damals ein Befürworter der Freigabe.

Gesundheitsministerium prüft
Laut einer Sprecherin von Gesundheitsminister Rudolf Anschober (Grüne) werden nun mehrere Varianten für die Öffnung staatlicher Gesundheitsdatenbanken für die Erforschung des Coronavirus geprüft. Allerdings betont das Ministerium weiterhin die Notwendigkeit des Datenschutzes: „Im Zentrum steht für uns, dass es sich hier um sensible Daten handelt und eine - ausschließlich im Zusammenhang mit Covid-19 stehende - Verwendung jeglicher Gesundheitsdaten zu Forschungszwecken nur unter strenger Wahrung des Schutzes personenbezogener Daten möglich sein kann.“";https://www.krone.at/2127437;Krone;
18.04.2020;Darmentzündung durch „gesunde“ Fettsäuren?;"Auf der Suche nach entzündlichen Nahrungsbestandteilen wurde ein neuer Ansatz verfolgt. „Wir haben für unsere Untersuchungen im Labor eine Diät zusammengestellt, die der Zusammensetzung einer westlichen Ernährungsweise entspricht. Dabei wurden u.?a. auch mehrfach ungesättigte Fettsäuren, die gehäuft in Fleisch, verschiedenen Ölen und Eiern vorkommen, unter Laborbedingungen überprüft“, so Dr. Timon Adolph.

Es stellte sich heraus, dass die an sich als gesund erachteten Fettsäuren eine Entzündungsreaktion im Darm hervorrufen, welche dem Bild eines Morbus Crohn (chronisch entzündliche Darmerkrankung) ähnelt. Das könnte mitverantwortlich für den stetigen Anstieg dieser Immunleiden sein.

Weiterführende Info: https://www.i-med.ac.at/mypoint/news/744652.html";https://www.krone.at/2138283;Krone;Karin Podolak
